text,category
"100 MONTADITOS
CIF: 23393858L
Fecha: 14/10/2026
----------------------
TAP3S  37.7
C0PA  24.43
----------------------
TOTAL EUR  185.42
 FECHA",ocio
"ZARA
CIF: 51032396D
Fecha: 25/1/2026
---------------------
ROPA INTERIOR  25.37
PANTALON  1.14
CLCETINES  45.95
ABRIGO  8.57
JER8EY  17.04
----------------------
TOTAL EUR  134.57
CAMBIO",ropa
"ALSA
CIF: 27057822C
Fecha: 1/8/2026
----------------------
AUTOBUS  46.57
TAXI  28.95
CABIFY  22.52
MENSU0L  21.26
VUELO  23.97
GASLINA  39.48
----------------------
TOTAL EUR  191.6
FACTURA",transporte
"MOVISTR
CIF: 98086629H
Fecha: 3/7/2026
----------------------
AGUA  30.6
SILLA  31.18
FIRA  16.29
BICOLAJE  4.88
----------------------
TOTAL EUR  62.56
TICKET",hogar
"H&M
CIF: 49856638E
Fecha: 26/8/2026
----------------------
ZAPATILLAS  11.32
VESTIDO  23.05
F ALDA  8.08
ZAPA TOS  28.78
ABRIO  9.05
CALCTINES  8.24
---------------------
TOTAL EUR  27.74
FECHA",ropa
"AENA
CIF: 41859207A
Fecha: 16/3/2026
----------------------
ME&SUAL  20.36
PARKING  30.15
VU8LO  14.18
BONO  49.31
----------------------
TOTL EUR  78.74
IVA",transporte
"MLTIOPICAS
CIF: 50853876R
Fecha: 2/7/2026
----------------------
PARAETAMOL  17.62
ANALISIS  31.55
FARMACIA  14.49
GAFAS  14.43
---------------------
TOTAL EUR  24.48
CAJERO",salud
"VPS
CIF: 48552988T
Fecha: 16/6/2026
----------------------
CINE  48.27
ME!U  6.78
TATRO  26.84
----------------------
TOTAL EUR  172.95
CAMBIO",ocio
"BR ICO DEPOT
CIF: 74490035R
Fecha: 13/8/2026
----------------------
INTERNET  17.77
FIBRA  2.07
 ESTANTERIA  5.97
----------------------
TOTAL EUR  196.0
FACTURA",hogar
"R ENFE
CIF: 59397570T
Fecha: 19/12/2026
----------------------
TA XI  32.38
CBIFY  30.73
VELO  44.17
----------------------
TOTAL EUR  135.29
FACTURA",transporte
"CON SUM
CIF: 60311176L
Fecha: 26/1/2026
----------------------
AG%A  12.79
L ECHE  22.39
P ESCADO  32.01
GA L LETAS  32.07
CER4AL  48.57
YGUR  8.05
----------------------
TOTAL EUR  188.62
FECHA",alimentacion
"A3NA
CIF: 85466414U
Fecha: 18/6/2026
----------------------
DIESEL  11.78
PEAE  25.2
GASOLINA  35.55
UBER  31.9
PARKING  14.33
AVE  1.45
- ---------------------
TOTAL EUR  122.51
IVA",transporte
"AH8RRAM9S
CIF: 15137352K
Fecha: 1/6/2026
----------------------
VERDRA  24.38
AG7A  14.41
CEREAL  15.54
ARROZ  13.29
HUEVOS  11.02
RE$RESCO  4.32
----------------------
TOTAL EUR  187.59
CAJERO",alimentacion
"MU LTIOPICAS
CIF: 57648589J
Fecha: 20/1/2026
----------------------
IBUPROFENO  4.86
FARMACIA  6.61
LENTIL LAS  48.72
PARACET@MOL  4.69
----------------------
TOTAL EUR  182.0
GRACIAS POR SU VISITA",salud
"SAITAS
CIF: 11293080G
Fecha: 22/2/2026
----------------------
MEDIAMENTO  16.94
FISIO  28.07
----------------------
TOTAL EUR  178.0
CAJERO",salud
"H2M
CIF: 15672493R
Fecha: 26/9/2026
----------------------
JERSEY  40.84
ZAPATILLAS  44.8
----------------------
TOTAL EUR  129.25
FACTURA",ropa
"MCIT
CIF: 56964157V
Fecha: 15/8/2026
----------------------
DISNEY  33.22
SUSCRIPCION  19.59
LICE7CIA  22.62
HBO  38.5 2
----------------------
TOTAL EUR  64.98
CAJERO",suscripciones
"NETFLIX
CIF: 67788155H
Fecha: 12/12/2026
----------------------
AMA^ON PRIME  37.74
GIMASIO  46.77
SOFTWARE  8.07
----------------------
TOTAL EUR  75.42
IVA",suscripciones
"SPOTIFY
CIF: 43826478J
Fecha: 7/5/2026
----------------------
DISNEY  32.4
GIMNASIO  2.67
HBO  1.62
LCENCIA  39.86
----------------------
TOTAL EUR  20.95
FECHA",suscripciones
"BRICOMART
CIF: 16815478J
Fecha: 18/8/2026
----------------------
PNTURA  37.41
LAMPARA  5.7
IKEA2 15.67
SILLA  20.37
ESTANTERIA  29.0
----------------------
TOTAL EUR  98.16
GRACIAS POR SU VISITA",hogar
"VISIO3LAB
CIF: 44371922K
Fecha: 16/11/2026
----------------------
PARACETAMOL  10.23
LENT9LLAS  5.62
IBUPROENO  39.76
MEDICAMEN#O  22.58
AN ALISIS  20.4
----------------------
TOTAL EUR  186.24
CAJERO",salud
"NETFLIX
CIF: 72622462S
Fecha: 13/12/2026
----------------------
AMAZON1PRIME  36.99
SPOTIFY  30.46
LICEN1IA  26.29
SUSCRIPCION  23.32
MEN2UALIDAD  32.95
CUOTA  24.56
----------------------*TOTAL EUR  53.68
TOTAL",suscripciones
"DIA
CIF: 74705046J
Fecha: 8/4/ 2026
----------------------
QUESO  8.39
LECHE  6.04
AGUA  32.17
----------------------
TOTAL EUR  69.89
EUR",alimentacion
"CONSUM
CIF: 51253123H
Fecha: 4/5/2026
----------------------
FRUTA  44.58
Y*GUR  14.9
AG UA  7.45
PESCADO  19.22
REFRESCO  8.38
CEEAL  4.8
----------------------
TOTAL EUR  181.87
IVA",alimentacion
"VI SIONLAB
CIF: 67760524Z
Fecha: 11/9/2026
----------------------
ANALI SIS  15.57
RE&ETA  35.67
MEDICAMENTO  43.09
----------------------
TOTAL EUR  117.86
TICKET",salud
"UBER
CIF: 99371874X
Fecha: 4/10/2026
----------------------
TREN  16.21
ESTACIONAMIENTO  9.15
----------------------
TOTAL EUR  78.79
GRACIAS POR SU VISITA",transporte
"DIA
CIF: 92#19625N
Fecha: 28/1/2026
----------------------
CARNE  18.86
PESCADO  2.89
QUESO  48.5
----------------------
TOTAL EUR  119.01
TICKET",alimentacion
"VISIONLB
CIF: 60131272A
Fecha: 17/12/2026
----------------------
CLINICA  44.29
MASAJE  22.34
PARACETAMOL  46.3
LENTILLAS  18.93
----------------------
TOTAL EUR  39.93
FECHA",salud
"TMB
CIF: 65876044W
Fecha: 1/8/2026
----------------------
AUTO BUS  36.49
TREN  3.3
DI ESEL  32.29
MENSUAL  12.86
----------------------
TOTAL EUR  59.24
FECHA",transporte
"EL CORTE NGLES
CIF: 20021766P
Fecha: 6/11/2026
----------------------
CINTURON  5.56
CALCETIN^S  34.44
FLDA  26.4
----------------------
TOTAL EUR  149.17
TARJETA",ropa
"SANITAS
CIF: 27547417Z
Fecha: 14/11/2026
----------------------
IBUPROFENO  46.71
GAFAS  37.66
FARMACIA  19.18
----------------------
TOTAL EUR  11.84
EFECTIVO",salud
"CONSUM
CIF: 72476984Q
Fecha: 6/8/2026
----------------------
CARNE  40.54
RE0RESCO  32.44
HU EVOS  33.0
AGUA  6.65
-------------^--------
TOTAL EUR  190.62
TICKET",alimentacion
"AP PLE
CIF: 95552578H
Fecha: 19/2/2026
----------------------
PRE^SA  36.14
SO FTWARE  49.2
DISNEY  14.18
REVISTA  28.64
AMAZON PRIME  7.1
NETFLIX  9.88
----------------------
TOTAL EUR  40.68
TOTAL",suscripciones
"STRADIVA*IUS
CIF: 50815069Q
Fecha: 11/7/2026
----------------------
B OLSO  33.66
FALDA  41.36
VESTDO  15.89
CAISA  41.41
CHQUETA  35.61
----------------------
TOTAL EUR  78.64
FACTURA",ropa
"EMPRESA MUNICIPAL T0ANSPORTES
CIF: 69809546L
Fecha: 25/10/2026
----------------------
CABIFY  24.65
VUELO  2.48
AU TOBUS  33.38
PAKING  36.9
ESTACIONAMIENTO  32.34
----------------------
TOTAL EUR  32.73
IVA",transporte
"FARMACIA
CIF: 66050005N
Fecha: 13/1/2026
----------------------
MAS2E  11.52
PARACETA MOL  15.63
OPTICA  36.62
FI SIO  28.58
FARMA CIA  41.65
----------------------
TOTAL EUR  87.06
TOTAL",salud
"IKEA
CIF: 83194720H
Fecha: 13/3/2026
----------------------
HERRAMIENTAS  34.38
BOMILLA  28.51
F IBRA  17.2
----------------------
TOTAL EUR  20.94
CAJERO",hogar
"FARMACIA
CIF: 39764659U
Fecha: 14/5/2026
----------------------
FAR$ACIA  33.8
AN%LISIS  6.67
FISIO  45.56
G6FAS  18.4
REVISON  14.77
CLINICA  49.38
----------------------
TOTAL EUR  172.07
FACTURA",salud
"SANITAS
CIF: 99558937A
Fecha: 21/12/2026
----------------------
CLINI7A  30.42
OPTICA  41.73
DENTISTA  33.5
GFAS  13.92
MA#AJE  10.7
----------------------
TOTAL EUR  125.44
FECHA",salud
"MERCADO NA
CIF: 70762244B
Fecha: 13/12/2026
----------------------
POLO  23.24
CEREAL  11.33
AGUA  32.79
YOGUR  5.71
HUEV OS  20.14
QUESO  38.17
----------------------
TOTAL EUR  78.67
CAMBIO",alimentacion
"COSUM
CIF: 17254386Q
Fecha: 7/10/2026
----------------------
LEC HE  5.66
FRUTA  49.62
----------------------
TOTAL EUR  99.84
GRACIAS POR SU VISITA",alimentacion
"TELEPIZZA
CIF: 49517494I
Fecha: 15/9/2026
----------------------
M1NU  19.82
TEATRO  41.29
----------------------
TOTAL EUR  83.97
CAMBIO",ocio
"MANGO
CIF: 44203533H
Fecha: 17/1/2026
----------------------
JERSEY  29.95
ABRIGO  25.31
----------------------
TOTAL EUR  123.43
CAMBIO",ropa
"DIA
CIF: 28185180I
Fecha: 9/5/2026
----------------------
FRUTA  49.49
HUEVOS  41.23
----------------------
TOTAL EUR  141.18
FECHA",alimentacion
"ALTAFT
CIF: 43322249I
Fecha: 12/10/2026
----------------------
REVISTA  21.72
DISNEY  23.77
NETFLIX  38.35
GI8NASIO  49.64
SPOTIFY  26.71
----------------------
TOTAL EUR  198.06
EFECTIVO",suscripciones
"EOSKI
CIF: 11785045Q
Fecha: 7/12/2026
----------------------
REFRESCO  29.73
GALLETAS  35.64
YOGUR  19.73
FRUTA  32.41
----------------------
TOTAL EUR  170.67
EUR",alimentacion
"CARREFOUR
CIF: 45585951F
Fecha: 20/10/2026
----------------------
LECHE  9.63
RFRESCO  46.26
GALETAS  26.48
----------------------
TOTAL EUR  59.2
CAMBIO",alimentacion
"ALCA MPO
CIF: 84509451V
Fecha: 24/4/2026
------------&---------
HU5VOS  41.01
GALLETAS  10.76
REFRESCO  18.23
----------------------
TOTAL EUR  103.62
IVA",alimentacion
"GINOS
CIF: 30044940P
Fecha: 14/9/2026
----------------------
MUEO  32.27
RESTAURANTE  18.5
----------------------
TOTAL EUR  188.21
CAJERO",ocio
"PULL AND BEAR
CIF: 86624076M
Fecha: 16/1/2026
----------------------
ZAPATILLAS  41.22
ROPA INERIOR  38.18
CINTURON  23.98
Z APATOS  29.71
----------------------
TOTAL EUR  75.09
IVA",ropa
"CEPSA
CIF: 72662493H
Fecha: 26/11/2026
----------------------
B ILLETE  46.76
PARKI4G  20.38
TEN  29.8
PEAE  4 2.24
----------------------
TOTAL EUR  166.14
TOTAL",transporte
"GA0P
CIF: 37845284B
Fecha: 25/8/2026
----------------------
UBER  42.41
DIESEL  44.22
VUELO  11.37
---------------------
TOTAL EUR  68.05
FECHA",transporte
"DOMINOS
CIF: 46050341B
Fecha: 10/5/2026
----------------------
ENTRADA  27.06
TAPAS  19.96
CPA  45.23
----------------------
TOTAL EUR  134.66
GRACIAS POR SU VISITA",ocio
"DISNEY+
CIF: 19815739P
Fecha: 24/11/2026
----------------------
SPTIFY  42.4
CUOTA  28.3
REVISTA  17.3
----------------------
TOTAL EUR  56.71
TOTAL",suscripciones
"ENDESA
CIF: 29833873P
Fecha: 23/4/2026
----------------------
MUEBLE  1.5
INTERNET  10.13
LAMPARA  20.09
BRICOLAJE  25.93
MESA  44.05
BOM5ILLA  46.67
----------------------
TOTAL EUR  10.16
FECHA",hogar
"O RANGE
CIF: 21035569C
Fecha: 12/11/2026
----------------------
INTERNET  34.02
FIBRA  19.53
FACTURA  5.59
ESTANTERIA  46.57
BRI COLAJE  28.74
MUEBLE *22.88
----------------------
TOTAL EUR  41.93
FECHA",hogar
"MASSIMO DUTTI
CIF: 61250259R
Fecha: 17/2/2026
----------------------
CHQUETA  6.48
ABRIGO  30.95
----------------------
TOTAL EUR  146.31
GRACIAS POR SU VISITA",ropa
"UB E R
CIF: 68605332Q
Fecha: 3/9/2026
----------------------
ESTACIONAMI0NTO  38.39
BILLETE  8.16
BOO  16.03
UBER  1.97
----------------------
TOTAL EUR  193.27
TOTAL",transporte
"ASISA
CIF: 14002546X
Fecha: 8/11/2026
----------------------
PARACEAMOL  48.4
IBU7ROFENO  25.16
FARMACIA  41.56
ANALISIS  41.0
CLINICA  39.93
----------------------
TOTAL EUR  54.32
GRACIAS POR SU VISITA",salud
"NATURGY
CIF: 66013961B
Fecha: 24/12/2026
----------------------
BRICOLAJE  49.2
ESTNTERIA  12.03
LUZ  33.12
LAMP ARA  16.03
FIBA  17.13
----------------------
TOTAL EUR  60.41
CAMBIO",hogar
"KFC
CIF: 99966895T
Fecha: 4/1/2026
----------- -----------
MUSO  27.96
COPA  28.68
CENA  13.14
----------------------
TOTAL EUR  156.05
EFECTIVO",ocio
"CONFORAMA
CIF: 25873321R
Fecha: 11/4/2026
----------------------
IKEA  3.18
AGUA  16.49
EST ANTERIA  23.45
HERRAMIENTAS  49.27
P INTURA  31.36
----------------------
TOT AL EUR  44.69
FECHA",hogar
"CONFORAMA
CIF: 81096667Q
Fecha: 23/7/2026
----------------------
PINT7RA  7.76
ESTA NTERIA  3 0.71
FACTURA  8.33
SILLA  20.92
LAMPARA  13.18
----------------------
TOTAL EUR  143.54
IVA",hogar
"DIA
CIF: 85958087N
Fecha: 12/3/2026
----------------------
POLLO  35.78
C ARNE  25.69
PESCADO  24.48
LCHE  22.43
----------------------
TOTAL EUR  12.12
GRACIAS POR SU VISITA",alimentacion
"ZARA
CIF: 38823509G
Fecha: 6/10/2026
----------------------
ZAPTOS  22.85
CAMISA  25.25
ROPA INTERIOR  10.67
CHAQUE TA  48.2
----------------------
TOTAL EUR  147.57
EUR",ropa
"BRICO MART
CIF: 99061935R
Fecha: 10/ 7/2026
----------------------
HERRAMIEN TAS  3.04
AGUA  38.54
SILLA  27.42
----------------------
TOTAL EUR  101.44
FECHA",hogar
"O YSHO
CIF: 71503318C
Fecha: 23/11/2026
----------------------
CHAQUETA  31.8
ZAPATILLAS  13.79
JERSEY  37.58
FA LDA  1.41
CAMISA  15.13
VESTIDO  24.97
----------------------
TOTAL EUR  125.06
TOTAL",ropa
"ASISA
CIF: 52056817R
Fecha: 5/10/2026
----------------------
RECETA  18.95
GAFAS  27.73
RVISION  44.63
LENTILLAS  44.56
PARAC0TAMOL  12.69
----------------------
TOTAL EUR  85.44
TARJETA",salud
"SANITAS
CIF: 88398989C
Fecha: 21/4/2026
----------------------
OTICA  9.38
MEDICAMENTO  10.29
ANALISIS  11.34
PARACETAOL  13.5
FIIO  6.01
---------------------
TOTAL EUR  29.36
TARJETA",salud
"TMB
CIF: 35251 921L
Fecha: 2/8/2026
----------------------
MEN SUAL  10.66
CABIFY  34.81
D IESEL  10.43
AUTOBUS  9.43
GASOLINA  4.81
----------------------
TOTAL EUR  171.82
IVA",transporte
"STARBUCKS
CIF: 24425528C
Fecha: 13//2026
----------------------
COMIDA  42.62
ENTRA7A  4.34
----------------------
TOTAL EUR  30.27
TICKET",ocio
"ASISA
CIF: 70886682F
Fecha: 24/11/2026
----------------------
FI7IO  21.41
GAFAS  27.21
PARACETMOL  35.22
FARMACIA  48.82
----------------------
TOTAL EUR  87.15
GRACIAS POR SU VISITA",salud
"CINESA
CIF: 30677679L
Fecha: 6/3/2026
----------------------
CENA  16.45
RESTA#RANTE  12.73
CERVEZA  14.76
HAMBURGUESA  46.85
CIE  45.49
PALOMITAS  15.33
----------------------
TOTAL EUR  86.01
EUR",ocio
"B RICO DEPOT
CIF: 42126254S
Fecha: 9/3/2026
---------------------
IKEA  38.44
AG UA  25.76
S8LLA  41.49
H5RRAMIENTAS  23.01
----------------------
TOTAL EUR  101.22
EFECTIVO",hogar
"NE TFLIX
CIF: 65547049L
Fecha: 2/3/2026
----------------------
CUOTA  32.91
GIMNASIO  40.15
----------------------
TOTAL EUR  79.03
IVA",suscripciones
"VISIONLAB5CIF: 75484008X
Fecha: 9/5/2026
----------------------
RECETA  26.54
DNTISTA  20.1
IBU PROFENO  25.24
----------------------
TOTAL EUR  158.03
TOTAL",salud
"KFC
CIF: 76552762A
Fecha: 27/4/2026
----------------------
MENU  34.31
COPA  11.28
TAPS  26.38
COMIDA  11.47
ENTRADA  32.78
TEATRO  32.87
----------------------
TOTAL EUR  47.37
EFECTIVO",ocio
"U8ER
CIF: 90498595Z
Fecha: 21/1/2026
----------------------
AUTOBS  27.65
UBER  5.84
AVE  46.55
MENSUAL  9.0
PEAJE  22.37
ESTAC IONAMIENTO  8.81
----------------------
TOTAL EUR  34.13
FECHA",transporte
"ADESLAS
CIF: 61687747D
Fecha: 12/10/2026
----------------------
PARAETAMOL  20.98
CLINICA  3.92
OPTICA  24.78
GFAS  8.83
FISIO  42.28
R ECETA  45.72
----------------------
TOTAL EUR  72.08
CA MBIO",salud
"AL TAFIT
CIF: 99654746U
Fecha: 15/10/2026
----------------------
SUSCRIPCION  13.62
LICENCIA   13.96
AMAZON PRIME  34.72
GIMNASIO  26.58
----------------------
TOTAL EUR  49.08
TOTAL",suscripciones
"AE!A
CIF: 74101689M
Fecha: 22/5/2026
----------------------
PEAJE  37.38
ESTACIO*AMIENTO  34.84
DIESEL  33.45
----------------------
TOTAL EUR  129.32
CAMBIO",transporte
"TELEPIZZA
CIF: 67866100P
Fecha: 18/10/2026
----------------------
RESTAURANTE  29.31
COPA  30.19
----------------------
TOTAL EUR  187.95
TOTAL",ocio
"VISONLAB
CIF: 50953212F
Fecha: 24/3/2026
----------------------
REVISION  37.37
C6INICA  15.11
----------------------
TOTAL EUR  156.51
C AJERO",salud
"100 MONTADITOS
CIF: 11347943B
Fecha: 27/7/2026
----------- -----------
ENTRADA  3.04
TEA TRO  37.55
----------------------
TOTAL EUR  108.9
FACTURA",ocio
"PULL ND BEAR
CIF: 24426993F
Fecha: 19/6/2026
----------------------
ROPA INTEROR  38.11
C4AQUETA  4.64
VESTIDO  36.71
ZAPATILLAS  38.03
FALDA  9.59
PANTA LON  6.52
----------------------
TOTAL EUR  77.46
CAMBIO",ropa
"STARBUCKS
CIF: 98981730Y
Fecha: 17/12/2026
----------------------
RESTA URANTE  40.06
HA MBURGUESA  49.36
ENRADA  10.84
MNU  26.51
COPA  28.95
----------------------
TOTAL EUR  81.88
EFECTIVO",ocio
"STRADIVARIUS
CIF:  68410941J
Fecha: 6/4/2026
----------------------
VESTIDO  27.81
ROPA INTERIOR  20.01
DEPORTE  44.32
FLDA  27.63
----------------------
TOTAL EUR  99.78
TARJETA",ropa
"DOMINOS
CIF: 21028589M
Fecha: 24/8/2026----------------------
RESTAURANTE  37.07
TEATO  40.76
COPA  29.99
MSEO  5.27
----------------------
TOTAL EUR  180.67
FECHA",ocio
"LIDL
CIF: 27774029E
Fecha: 1/3/2026
----------------------
QUESO  29.29
POLLO  47.38
YOG UR  49.23
LECHE  40.56
----------------------
TOTAL EUR  60.91
FACTURA",alimentacion
"MANGO
CIF: 64072442W
Fecha: 21/2/2026
----------------------
F4LDA  24.83
ROPA INTERIOR  26.09
BOLSO  12.69
---4------------------
TOTAL EUR  189.21
IVA",ropa
"COFORAMA
CIF: 57311060O
Fecha: 13/2/2026
----------------------
HERRAMIENTAS  26.17
S$LLA  34.07
E ST ANTERIA  15.32
PI0TURA  25.69
F IBRA  9.65
----------------------
TOTAL EUR  125.96
EUR",hogar
"CINESA
CIF: 58332196C
Fecha: 13/9/2026
----------------------
ENTRADA  40.56
MUSEO  31.34
MNU  28.88
CENA  4.3
CONCIERTO  7.14
----------------------
TOTAL EUR  176.23
FACTURA",ocio
"100 MONTADITOS
CIF: 32907374D
Fecha: 6/3/2026
----------------------
COPA  8.44
CENA  4.14
PALOMITAS  7.03
----------------------
TOTAL EUR  198.46
IVA",ocio
"ADESLAS
CIF: 99916208M
Fecha: 2/6/2026
----------------------
GAF AS  13.41
RECETA  19.02
REVISION  31.94
MAAJE  44.42
IBUPROFNO  47.57
---------------------
TOTAL EUR  60.3
TARJETA",salud
"H&M
CIF: 22657521W
Fecha: 10/7/2026
----------------------
CAMISA  49.62
DEPORE  39.5
----------------------
TOTAL EUR  156.71
GRACIAS POR SU VISITA",ropa
"MA!GO
CIF: 70785287Z
Fecha: 23/10/2026
----------------------
DEPORTE  17.06
BOLSO  32.6
PANTAON  41.6
CALCETINES  25.58
VESTIDO  16.88
CAMISA  24.21
----------------------
TOTAL EUR  185.08
FECHA",ropa
"ALCAMPO
CIF: 77887242Q
Fecha: 6/4/2026
----------------------
FR9TA  1.75
PESCADO  30.12
----------------------
TOTAL EUR  133.17
TARJETA",alimentacion
"PULL AND BEAR
CIF: 74090092A
Fecha: 14/10/2026
----------------------
CHAQUETA  34.59
CINTURON  37.06
----------------------
TOTAL EUR  174.28
FACTURA",ropa
"LEROY MERLIN
CIF: 38007278Q
Fecha: 26/8/2026
----------------------
PNTURA  35.6
HERRAMIENTAS  27.62
BOMBILLA  16.48
AGUA  11.2
----------------------
TOTAL EUR  111.03
TOTAL",hogar
"C ABIFY
CIF: 49687953B
Fecha: 26/10/2026
----------------------
VUELO  35.5
TEN  8.36
UBR  20.93
CA1IFY  21.66
AVE  30.57
B!NO  12.23
----------------------
TOTAL EUR  13.65
TARJETA",transporte
"ALCAMPO
CIF: 41743838C
Fecha: 23/11/2026
----------------------
GALLETAS  25.9
CEREAL  17.06 
----------------------
TOTAL EUR  18.11
TARJETA",alimentacion
"GOOGLE
CIF: 12360117I
Fecha: 28/7/2026
----------------------
HBO  1.37
PRNSA  38.0
LICENCIA  8.16
ME NSUALIDAD  46.29
----------------------
TOTAL EUR  117.02
TARJETA",suscripciones
"OYS HO
CIF: 14537177B
Fecha: 26/11/2026
----------------------
VESTIDO  2.24
CINTURON  4.02
ZAPATOS  42.02
ROPA INTERIOR  18.97
CAMISA  47.09
----------------------
TOTAL EUR  140.26
FECHA",ropa
"DECATLON
CIF: 19487614Y
Fecha: 23/2/2026
---------------------
CHAQUTA  25.94
FALDA  25.31
DEPORTE  43.2
CINTURN  2.05
ZAPATOS  20.0
JERSEY  4.26
----------------------
TOTAL EUR  146.37
CAJERO",ropa
"UB$R
CIF: 61513930C
Fecha: 13/10/2026
----------------------
GASOLINA  28.87
ESTACIONAM IENTO  38.42
DIESEL  47.29
BO0O  49.08
A UTOBUS  44.17
----------------------
TOTAL EUR  92.51
EUR",transporte
"CLINICA DENTAL
CIF: 30761948D
Fecha: 26/4/2026
----------------------
CLIN7CA  17.35
GAFAS  35.04
----------------------
TOTAL EUR  191.39
FECHA",salud
"VISONLAB
CIF: 93508134H
Fecha: 4/6/2026
----------------------
GAFAS  16.46
FARMACIA  18.27
MEDICAMENTO  33.78
IBUPROFENO  5.74
REVISIN  18.03
----------------------
TOTAL EUR  101.14
FECHA",salud
"ADESLAS
CIF: 37933633A
Fecha: 13/10/2026
----------------------
MASAJE  20.89
IBUPROFENO  2.34
MEDICAMENTO  42.23
----------------------
TOTAL EUR  24.49
EUR",salud
"CLINICA DENTAL
CIF: 48284437S
Fecha: 26/5/2026
----------------------
M ASAJE  18.26
IBUPRO FENO  34.94
DENTISTA  22.55
G AFAS  7.27
RECE TA  3.98
----------------------
TOTAL EUR  64.0
EUR",salud
"REP@OL
CIF: 76271114Z
Fecha: 6/10/2026
----------------------
CABI9Y  33.73
PEAJE  24.38
PARKING  9.57
-----2----------------
TOTAL EUR  98.73
GRACIAS POR SU VISITA",transporte
"EL CORTE INGLES
CIF: 33784076J
Fecha: 25/8/2026
----------------------
CAM ISA  43.96
ZAPATILLAS  40.35
----------------------
TOTAL EUR  95.43
TARJETA",ropa
"EL CORTE INGLES
CIF: 65711683U
Fecha: 3/4/2026
----------------------
JERSEY  8.41
CHA4UETA  9.16
BOL7O  33.99
CAMISA  23.44
DEPORTE  30.4
ROPA IN TERIOR  15.74
----------------------
TOTAL EUR  132.99
CAJERO",ropa
"STRADI$ARIUS
CIF: 13419208E
Fecha: 1/2/2026
----------------------
CIN8URON  25.76
ZAPATOS  24.63
ZAPATILLAS  42.11
BOLSO  17.01
CALCETIES  21.58
CAMISA  45.55
---------------------
TOTAL EUR  157.76
TARJETA",ropa
"ALCAMPO
CIF: 67155560H
Fecha: 21/3/2026
----------------------
YOGUR  5.4
AGUA  46.98
----------------------
TOTAL EUR  48.41
TOTAL",alimentacion
"100 MONTADITOS
CIF: 71654223V
Fecha: 12/12/2026
----------------------
TAPAS  12.55
PALOMI#AS  42.84
CONCIER^O  38.3
M2SEO  9.07
---------------------
TOTAL EUR  87.19
EFECTIVO",ocio
"ASIA
CIF: 22809055M
Fecha: 7/3/2026
----6-----------------
PARACETAM!L  17.73
LENTILLAS  43.23
----------------------
TOTAL EUR  141.69
TARJETA",salud
"REPSL
CIF: 98645199H
Fecha: 25/10/2026
----------------------
TAXI  15.91
MENSUAL  3.67
AUTOBUS  31.43
----------------------
TOTAL EUR  71.33
CAJERO",transporte
"APPLE
CIF: 95750707R
Fecha: 19/10/2026
----------------------
HBO  37.13
REVISTA  31.18
LICENCIA  2.49
GIMNASIO  22.04
----------------------
TOTALEUR  79.56
CAJERO",suscripciones
"CLINICA DENTAL
CIF: 98725232M
Fecha: 8/12/2026
----------------------
CLINICA  19.84
MAS AJE  32.33
REVISION  20.56
IBUPROFENO  16.1
RECETA  23.95
----------------------
TOTAL EUR  169.71
FACTURA",salud
"MERCADONA
CIF: 72897822C
Fecha: 10/4/2026
----------------------
CARNE  18.77
GALLETAS  39.59
QUE^O  19.63
----------------------
TOTAL EUR  116.45
EFECTIVO",alimentacion
"STRADIVARIUS
CIF: 66639005S
Fecha: 2/3/2026
---------------------
CI*TURON  10.53
ZAPATOS  5.31
F#LDA  2.69
ABRIGO  21.51
VESTIDO  49.54
----------------------
TOTAL EUR  154.99
EUR",ropa
"SPOTIFY
CIF: 26550427Z
Fecha: 22/2/2026
----------------------
AMAZON PRI ME  28.43
SUSCRIPCION  39.66
----------------------
TOTAL EUR  34.09
TICKET",suscripciones
"CBIFY
CIF: 69298612S
Fecha: 3/9/2026
----------------------
BONO  40.18
DIESL  48.5
VUE4O  10.71
P ARKING  33.98
AVE  30.92
----------------------
TOTAL EUR  65.46
TICKET",transporte
"MER#ADONA
CIF: 55327828C
Fecha: 20/9/2026
----------------------
HUVOS  41.6
POLLO  7.98
REFRESCO  37.24
CEREAL  46.57
YO GUR  9.36
VEDURA  19.76
----------------------
TOTAL EUR  133.36
CAJERO",alimentacion
"BASIC-FIT
CIF: 92850850K
Fecha: 4/7/2026
----------------------
CUOTA  9.68
SOFTWARE  25.66
MENSUALIDAD  14.2
HBO  37.35
GIMNASIO  48.56
----------------------
TOTAL EUR  125.53
TICKET",suscripciones
"UBER
CIF: 85501309E
Fecha: 4/10/2026
----------------------
DIES EL  32.83
VUELO  38.71
T AXI  48.67
GASOLINA  38.61
----------------------
TOTAL EUR  117.01
EFECTIVO",transporte
"MULTIOPICAS
CIF: 33636781Y
Fecha: 12/1/2026
----------------------
PARACETAML  18.92
REVISION  12.54
ANALISIS  36.51
CLINICA  7.32
IBUPROENO  28.21
REETA  46.06
----------------------
TOTAL EUR  185.11
CAMBIO",salud
"ALI
CIF: 55416740E
Fecha: 3/4/2026
----------------------
RERESCO  39.21
LECHE  10.12 
----------------------
TOTAL EUR  97.96
TICKET",alimentacion
